x,y,subject,stage
-12.484,49.278,SC4461,N2
-12.885,51.924,SC4461,N2
-20.021,48.391,SC4461,N2
-12.852,51.562,SC4461,N2
-13.187,47.14,SC4461,N2
-13.566,48.13,SC4461,N2
-14.131,48.469,SC4461,N2
-17.185,49.3,SC4461,N2
-21.175,46.224,SC4461,N2
-12.814,45.319,SC4461,N2
-20.752,43.752,SC4461,N2
-14.32,49.113,SC4461,N2
-13.355,48.811,SC4461,N2
-15.972,48.675,SC4461,N2
-13.151,50.618,SC4461,N3
-13.234,46.641,SC4461,N3
-14.073,45.913,SC4461,N3
-13.302,46.07,SC4461,N3
-15.065,46.543,SC4461,N3
-14.343,45.286,SC4461,N3
-14.086,45.765,SC4461,N3
-13.042,45.486,SC4461,N3
-12.662,45.223,SC4461,N3
-22.819,45.448,SC4461,REM
-26.701,47.746,SC4461,REM
-26.339,47.62,SC4461,REM
-26.171,45.802,SC4461,REM
-26.684,47.888,SC4461,REM
-25.943,45.934,SC4461,REM
-26.848,47.644,SC4461,REM
-23.471,45.71,SC4461,REM
-12.141,53.732,SC4461,REM
-26.938,48.3,SC4461,REM
-24.634,48.355,SC4461,REM
-21.845,45.15,SC4461,REM
-26.103,46.071,SC4461,REM
-25.061,43.86,SC4461,REM
-13.19,53.448,SC4461,REM
-25.371,48.364,SC4461,REM
-22.259,45.234,SC4461,REM
-25.161,47.821,SC4461,REM
-25.515,46.172,SC4461,REM
-26.949,47.822,SC4461,REM
-26.28,47.416,SC4461,REM
-24.958,47.431,SC4461,REM
-25.228,46.594,SC4461,REM
-12.189,54.12,SC4461,REM
-25.676,48.857,SC4461,REM
-28.99,47.059,SC4461,REM
-21.089,44.17,SC4461,REM
-27.363,48.077,SC4461,REM
-26.09,48.436,SC4461,REM
-24.369,44.991,SC4461,REM
-22.832,45.164,SC4461,REM
-24.315,45.236,SC4461,REM
-25.77,46.178,SC4461,REM
-26.671,48.933,SC4461,REM
-28.94,47.073,SC4461,REM
-26.698,48.17,SC4461,REM
-12.261,54.278,SC4461,REM
-24.995,45.42,SC4461,REM
-25.931,47.845,SC4461,REM
-12.167,54.355,SC4461,REM
10.863,30.289,SC4481,W
10.145,30.794,SC4481,W
9.075,31.26,SC4481,W
9.188,30.245,SC4481,W
10.156,28.493,SC4481,W
7.107,37.525,SC4481,W
7.667,29.609,SC4481,W
10.076,28.808,SC4481,W
8.568,27.147,SC4481,W
9.895,29.485,SC4481,W
7.529,27.338,SC4481,W
9.801,29.491,SC4481,W
9.8,29.1,SC4481,W
10.915,29.517,SC4481,W
8.766,27.181,SC4481,W
7.971,27.306,SC4481,W
7.336,39.405,SC4481,W
10.582,27.275,SC4481,W
8.15,28.697,SC4481,W
7.782,27.53,SC4481,W
9.216,29.82,SC4481,W
9.858,30.829,SC4481,W
8.108,31.172,SC4481,W
8.407,30.849,SC4481,W
11.046,29.904,SC4481,W
11.0,29.83,SC4481,W
8.783,30.479,SC4481,W
9.897,28.08,SC4481,W
9.919,29.326,SC4481,W
8.097,37.111,SC4481,W
10.386,30.328,SC4481,W
10.115,28.619,SC4481,W
6.957,37.748,SC4481,W
10.584,27.336,SC4481,W
10.062,29.892,SC4481,W
7.917,31.64,SC4481,W
7.863,37.294,SC4481,W
7.826,37.103,SC4481,W
10.976,29.757,SC4481,W
10.039,30.875,SC4481,W
8.915,38.193,SC4481,N1
4.887,45.125,SC4481,N1
7.511,39.879,SC4481,N1
7.994,39.305,SC4481,N1
10.721,39.81,SC4481,N1
8.124,39.812,SC4481,N1
8.096,51.333,SC4481,N1
6.651,39.193,SC4481,N1
4.667,44.494,SC4481,N1
45.399,34.984,SC4481,N1
6.84,41.025,SC4481,N1
10.361,39.915,SC4481,N1
3.746,44.328,SC4481,N1
4.492,42.973,SC4481,N1
6.852,43.014,SC4481,N1
8.833,39.738,SC4481,N1
9.792,40.893,SC4481,N1
8.345,45.645,SC4481,N1
4.641,45.203,SC4481,N1
7.765,38.761,SC4481,N1
7.424,39.362,SC4481,N1
5.22,42.854,SC4481,N1
8.663,40.02,SC4481,N1
6.859,42.616,SC4481,N1
12.172,44.108,SC4481,N1
6.96,38.695,SC4481,N1
7.031,38.745,SC4481,N1
45.514,34.985,SC4481,N1
6.398,38.396,SC4481,N1
6.614,39.893,SC4481,N1
7.06,40.818,SC4481,N1
7.198,37.374,SC4481,N1
45.33,34.778,SC4481,N1
10.79,39.845,SC4481,N1
5.665,40.109,SC4481,N1
7.226,39.042,SC4481,N1
5.384,40.377,SC4481,N1
7.785,44.883,SC4481,N1
4.535,42.567,SC4481,N1
9.276,41.38,SC4481,N1
11.699,44.689,SC4481,N2
7.983,46.012,SC4481,N2
9.506,46.594,SC4481,N2
8.638,48.201,SC4481,N2
6.319,45.603,SC4481,N2
11.893,45.073,SC4481,N2
10.855,49.222,SC4481,N2
7.953,46.037,SC4481,N2
10.691,49.569,SC4481,N2
9.807,45.55,SC4481,N2
9.398,49.634,SC4481,N2
11.437,51.586,SC4481,N2
11.885,43.938,SC4481,N2
9.322,46.827,SC4481,N2
11.776,45.185,SC4481,N2
9.323,49.879,SC4481,N2
7.951,48.254,SC4481,N2
8.775,48.455,SC4481,N2
10.121,52.493,SC4481,N2
11.028,49.861,SC4481,N2
11.47,48.521,SC4481,N2
8.698,46.739,SC4481,N2
8.001,47.694,SC4481,N2
10.555,49.923,SC4481,N2
4.524,46.982,SC4481,N2
5.507,45.348,SC4481,N2
11.973,44.076,SC4481,N2
8.298,45.955,SC4481,N2
6.742,43.059,SC4481,N2
9.449,47.859,SC4481,N2
8.455,47.713,SC4481,N2
9.166,50.04,SC4481,N2
9.469,50.838,SC4481,N2
8.019,47.841,SC4481,N2
10.662,52.036,SC4481,N2
6.997,46.917,SC4481,N2
11.873,44.91,SC4481,N2
9.742,46.552,SC4481,N2
10.917,49.752,SC4481,N2
10.709,48.708,SC4481,N2
12.614,51.01,SC4481,N3
9.174,50.427,SC4481,N3
12.005,51.542,SC4481,N3
12.536,50.609,SC4481,N3
11.252,51.319,SC4481,N3
12.284,51.711,SC4481,N3
11.547,50.14,SC4481,N3
12.42,52.217,SC4481,N3
10.987,49.253,SC4481,N3
12.464,53.328,SC4481,N3
13.012,52.206,SC4481,N3
13.031,51.894,SC4481,N3
10.909,50.938,SC4481,N3
10.309,48.725,SC4481,N3
12.098,52.886,SC4481,N3
13.729,52.151,SC4481,N3
12.779,52.35,SC4481,N3
9.405,50.67,SC4481,N3
10.638,51.124,SC4481,N3
9.556,52.321,SC4481,N3
11.483,50.872,SC4481,N3
11.558,53.455,SC4481,N3
11.453,50.117,SC4481,N3
10.302,50.9,SC4481,N3
10.271,49.565,SC4481,N3
12.741,53.54,SC4481,N3
11.512,50.374,SC4481,N3
10.8,52.534,SC4481,N3
9.413,52.201,SC4481,N3
11.773,52.836,SC4481,N3
10.852,51.714,SC4481,N3
12.38,53.84,SC4481,N3
12.246,50.115,SC4481,N3
12.943,52.901,SC4481,N3
10.996,49.527,SC4481,N3
10.876,52.69,SC4481,N3
12.769,51.928,SC4481,N3
12.177,53.594,SC4481,N3
12.25,53.668,SC4481,N3
12.496,52.962,SC4481,N3
3.8,44.695,SC4481,REM
1.96,44.411,SC4481,REM
2.757,44.962,SC4481,REM
2.667,44.192,SC4481,REM
6.087,43.548,SC4481,REM
2.952,44.747,SC4481,REM
2.183,45.228,SC4481,REM
3.984,43.076,SC4481,REM
2.634,45.574,SC4481,REM
1.762,43.713,SC4481,REM
1.413,45.408,SC4481,REM
2.212,44.339,SC4481,REM
9.515,47.117,SC4481,REM
0.841,46.043,SC4481,REM
2.443,43.839,SC4481,REM
7.163,43.53,SC4481,REM
0.835,46.209,SC4481,REM
2.319,45.132,SC4481,REM
3.928,46.423,SC4481,REM
2.693,44.993,SC4481,REM
0.586,44.611,SC4481,REM
3.096,46.287,SC4481,REM
2.136,46.03,SC4481,REM
1.696,44.276,SC4481,REM
2.742,44.111,SC4481,REM
3.358,46.455,SC4481,REM
0.876,45.224,SC4481,REM
1.024,45.358,SC4481,REM
4.672,44.265,SC4481,REM
5.716,41.923,SC4481,REM
6.9,42.422,SC4481,REM
3.231,44.038,SC4481,REM
4.007,45.374,SC4481,REM
1.555,44.554,SC4481,REM
7.612,45.406,SC4481,REM
7.499,44.304,SC4481,REM
7.915,40.666,SC4481,REM
7.688,44.064,SC4481,REM
4.421,46.141,SC4481,REM
37.906,-8.349,SC4481,REM
2.277,-12.552,SC4491,W
52.819,-30.423,SC4491,W
4.491,-12.916,SC4491,W
52.824,-30.925,SC4491,W
4.51,-13.508,SC4491,W
52.269,-30.523,SC4491,W
52.797,-30.422,SC4491,W
10.975,-15.753,SC4491,W
53.673,-32.493,SC4491,W
52.758,-30.193,SC4491,W
52.8,-31.104,SC4491,W
52.296,-29.527,SC4491,W
54.463,-36.986,SC4491,W
3.575,-12.698,SC4491,W
3.524,-11.761,SC4491,W
52.543,-29.906,SC4491,W
53.701,-32.6,SC4491,W
4.229,-12.996,SC4491,W
2.07,-12.553,SC4491,W
3.057,-11.6,SC4491,W
4.071,-11.942,SC4491,W
52.506,-30.642,SC4491,W
3.779,-14.236,SC4491,W
4.364,-12.608,SC4491,W
2.802,-12.68,SC4491,W
2.72,-11.69,SC4491,W
5.397,-12.146,SC4491,W
2.223,-10.651,SC4491,W
2.744,-12.892,SC4491,W
53.344,-31.762,SC4491,W
2.49,-12.74,SC4491,W
52.424,-29.536,SC4491,W
52.921,-30.998,SC4491,W
3.274,-11.697,SC4491,W
8.244,-17.577,SC4491,W
3.466,-12.781,SC4491,W
2.711,-12.705,SC4491,W
3.354,-11.704,SC4491,W
4.128,-14.106,SC4491,W
5.351,-12.177,SC4491,W
57.254,-36.697,SC4491,N1
54.723,-37.879,SC4491,N1
53.767,-40.389,SC4491,N1
55.099,-37.863,SC4491,N1
61.189,-36.228,SC4491,N1
52.827,-39.614,SC4491,N1
56.423,-37.846,SC4491,N1
53.974,-38.424,SC4491,N1
53.224,-39.781,SC4491,N1
54.077,-37.352,SC4491,N1
53.852,-39.635,SC4491,N1
54.256,-40.294,SC4491,N1
58.907,-38.238,SC4491,N1
54.726,-37.37,SC4491,N1
54.39,-39.982,SC4491,N1
53.52,-38.266,SC4491,N1
54.214,-39.046,SC4491,N1
56.008,-36.579,SC4491,N1
56.771,-36.835,SC4491,N1
54.212,-39.52,SC4491,N1
61.568,-32.624,SC4491,N1
53.432,-40.865,SC4491,N1
53.778,-37.929,SC4491,N1
53.219,-40.166,SC4491,N1
55.345,-41.299,SC4491,N1
52.693,-39.382,SC4491,N1
56.136,-36.736,SC4491,N1
53.998,-36.746,SC4491,N1
53.506,-38.006,SC4491,N1
54.504,-38.704,SC4491,N1
61.423,-34.562,SC4491,N1
54.16,-40.517,SC4491,N1
54.419,-38.227,SC4491,N1
54.328,-37.029,SC4491,N1
53.946,-38.866,SC4491,N1
53.855,-36.644,SC4491,N1
52.702,-38.879,SC4491,N1
53.214,-38.079,SC4491,N1
54.281,-39.7,SC4491,N1
60.212,-39.674,SC4491,N1
62.161,-34.936,SC4491,N2
60.664,-35.798,SC4491,N2
64.357,-34.348,SC4491,N2
60.068,-34.851,SC4491,N2
61.037,-34.955,SC4491,N2
63.855,-35.013,SC4491,N2
64.88,-35.493,SC4491,N2
53.802,-40.07,SC4491,N2
62.941,-37.178,SC4491,N2
62.591,-34.781,SC4491,N2
62.049,-34.868,SC4491,N2
61.923,-35.942,SC4491,N2
62.698,-35.197,SC4491,N2
62.173,-36.584,SC4491,N2
63.096,-34.167,SC4491,N2
60.945,-34.972,SC4491,N2
60.476,-35.774,SC4491,N2
64.544,-34.741,SC4491,N2
57.826,-36.644,SC4491,N2
59.297,-36.65,SC4491,N2
63.419,-36.976,SC4491,N2
64.399,-34.766,SC4491,N2
60.452,-34.848,SC4491,N2
63.676,-34.395,SC4491,N2
62.387,-35.705,SC4491,N2
64.344,-36.033,SC4491,N2
63.166,-34.452,SC4491,N2
59.036,-36.814,SC4491,N2
60.838,-35.306,SC4491,N2
61.606,-36.376,SC4491,N2
62.447,-36.955,SC4491,N2
63.044,-36.129,SC4491,N2
62.508,-33.825,SC4491,N2
61.589,-36.567,SC4491,N2
58.949,-36.749,SC4491,N2
63.105,-33.847,SC4491,N2
61.659,-35.34,SC4491,N2
63.685,-36.821,SC4491,N2
60.954,-34.779,SC4491,N2
60.87,-34.622,SC4491,N2
64.864,-35.253,SC4491,N3
63.034,-36.276,SC4491,N3
60.203,-39.208,SC4491,N3
62.985,-37.058,SC4491,N3
65.376,-34.842,SC4491,N3
64.357,-35.925,SC4491,N3
64.645,-34.269,SC4491,N3
64.288,-34.622,SC4491,N3
65.121,-35.201,SC4491,N3
65.493,-35.469,SC4491,N3
64.317,-35.111,SC4491,N3
64.96,-35.647,SC4491,N3
64.874,-35.004,SC4491,N3
62.671,-36.69,SC4491,N3
56.933,-43.529,SC4491,REM
58.648,-41.406,SC4491,REM
56.94,-43.19,SC4491,REM
58.118,-41.901,SC4491,REM
56.681,-39.304,SC4491,REM
57.23,-43.248,SC4491,REM
56.72,-42.987,SC4491,REM
55.933,-38.88,SC4491,REM
55.724,-40.047,SC4491,REM
55.646,-37.834,SC4491,REM
56.402,-41.619,SC4491,REM
57.779,-43.092,SC4491,REM
57.146,-40.353,SC4491,REM
57.367,-42.722,SC4491,REM
57.358,-43.373,SC4491,REM
57.12,-39.564,SC4491,REM
57.106,-40.785,SC4491,REM
55.065,-37.253,SC4491,REM
54.936,-41.281,SC4491,REM
59.974,-39.709,SC4491,REM
57.725,-38.233,SC4491,REM
57.792,-38.559,SC4491,REM
56.781,-40.863,SC4491,REM
57.896,-42.769,SC4491,REM
55.193,-38.843,SC4491,REM
56.848,-38.371,SC4491,REM
57.169,-41.667,SC4491,REM
57.362,-43.747,SC4491,REM
55.596,-38.517,SC4491,REM
56.514,-39.647,SC4491,REM
55.942,-41.486,SC4491,REM
55.884,-39.342,SC4491,REM
57.522,-41.258,SC4491,REM
56.728,-41.893,SC4491,REM
57.718,-38.409,SC4491,REM
56.596,-38.339,SC4491,REM
57.399,-43.697,SC4491,REM
56.739,-42.317,SC4491,REM
56.833,-40.606,SC4491,REM
55.873,-41.917,SC4491,REM
-2.015,17.766,SC4511,W
-5.822,-7.483,SC4511,W
-8.131,-5.568,SC4511,W
-9.232,-7.905,SC4511,W
-8.195,-5.45,SC4511,W
-13.328,17.745,SC4511,W
1.139,17.081,SC4511,W
-7.226,-7.446,SC4511,W
-11.106,-7.043,SC4511,W
1.501,18.042,SC4511,W
0.224,17.077,SC4511,W
-8.125,-8.109,SC4511,W
-3.706,9.412,SC4511,W
-9.22,-8.003,SC4511,W
0.122,17.967,SC4511,W
-4.44,9.518,SC4511,W
-0.683,17.303,SC4511,W
0.87,17.985,SC4511,W
-6.208,-7.265,SC4511,W
-2.212,17.808,SC4511,W
0.171,18.274,SC4511,W
-11.015,-7.072,SC4511,W
-16.663,18.528,SC4511,W
-0.998,17.295,SC4511,W
-19.669,9.586,SC4511,W
-2.057,17.765,SC4511,W
0.768,18.341,SC4511,W
1.536,17.963,SC4511,W
-0.081,17.342,SC4511,W
-1.051,17.562,SC4511,W
1.288,16.921,SC4511,W
-6.808,-7.244,SC4511,W
-8.1,-8.146,SC4511,W
1.612,18.354,SC4511,W
1.469,17.964,SC4511,W
-0.596,7.209,SC4511,W
1.041,18.412,SC4511,W
-22.148,12.286,SC4511,W
1.097,17.422,SC4511,W
-8.015,-8.062,SC4511,W
-14.159,17.447,SC4511,N1
-18.905,17.363,SC4511,N1
-13.96,16.501,SC4511,N1
-19.015,17.104,SC4511,N1
-21.552,16.123,SC4511,N1
-15.611,17.163,SC4511,N1
-17.92,17.732,SC4511,N1
-19.22,16.56,SC4511,N1
-13.681,16.496,SC4511,N1
-15.451,17.491,SC4511,N1
-14.981,16.734,SC4511,N1
-21.653,14.98,SC4511,N1
-12.335,18.058,SC4511,N1
-15.872,17.267,SC4511,N1
-12.191,17.707,SC4511,N1
-16.894,16.445,SC4511,N1
-12.267,17.347,SC4511,N1
-20.417,16.415,SC4511,N1
-13.655,17.122,SC4511,N1
-13.88,17.87,SC4511,N1
-22.479,13.748,SC4511,N1
-12.554,17.094,SC4511,N1
-20.11,19.317,SC4511,N1
-18.164,17.554,SC4511,N1
-16.782,17.415,SC4511,N1
-18.959,18.154,SC4511,N1
-19.682,16.831,SC4511,N1
-12.196,17.232,SC4511,N1
-11.991,17.646,SC4511,N1
-14.042,16.449,SC4511,N1
-12.659,17.646,SC4511,N1
-15.515,17.487,SC4511,N1
-14.122,16.277,SC4511,N1
-18.411,17.033,SC4511,N1
-23.286,17.467,SC4511,N1
-19.105,18.847,SC4511,N1
-19.642,17.272,SC4511,N1
-22.735,13.715,SC4511,N1
-12.979,17.764,SC4511,N1
-12.123,17.445,SC4511,N1
-21.976,13.605,SC4511,N2
-20.723,16.756,SC4511,N2
-15.384,16.149,SC4511,N2
-18.638,14.263,SC4511,N2
-20.471,17.938,SC4511,N2
-19.561,17.313,SC4511,N2
-20.036,18.296,SC4511,N2
-19.663,17.89,SC4511,N2
-18.943,18.029,SC4511,N2
-22.146,13.166,SC4511,N2
-21.324,13.072,SC4511,N2
-23.624,17.814,SC4511,N2
-21.266,18.183,SC4511,N2
-21.747,16.548,SC4511,N2
-18.95,15.873,SC4511,N2
-23.689,15.7,SC4511,N2
-23.71,17.812,SC4511,N2
-22.579,14.905,SC4511,N2
-17.795,18.407,SC4511,N2
-24.405,15.898,SC4511,N2
-21.949,13.578,SC4511,N2
-18.84,18.824,SC4511,N2
-20.091,17.971,SC4511,N2
-20.297,18.029,SC4511,N2
-24.156,15.802,SC4511,N2
-24.497,15.851,SC4511,N2
-21.928,18.218,SC4511,N2
-21.145,15.412,SC4511,N2
-18.895,18.043,SC4511,N2
-19.969,18.605,SC4511,N2
-19.992,19.734,SC4511,N2
-20.072,17.332,SC4511,N2
-21.166,16.286,SC4511,N2
-21.73,18.254,SC4511,N2
-22.607,18.207,SC4511,N2
-18.631,17.06,SC4511,N2
-36.707,17.271,SC4511,N2
-18.148,17.551,SC4511,N2
-19.358,17.909,SC4511,N2
-23.51,16.274,SC4511,N2
-23.704,18.867,SC4511,N3
-23.414,18.774,SC4511,N3
-23.186,18.986,SC4511,N3
-18.568,10.816,SC4511,REM
-17.081,12.975,SC4511,REM
-20.189,11.146,SC4511,REM
-20.111,12.426,SC4511,REM
-18.797,11.109,SC4511,REM
-17.461,12.423,SC4511,REM
-20.189,10.663,SC4511,REM
-17.349,15.644,SC4511,REM
-18.906,11.064,SC4511,REM
-16.879,12.656,SC4511,REM
-17.441,16.715,SC4511,REM
-20.243,10.911,SC4511,REM
-17.259,14.102,SC4511,REM
-16.73,15.39,SC4511,REM
-16.984,14.213,SC4511,REM
-19.409,12.029,SC4511,REM
-17.303,14.305,SC4511,REM
-18.635,12.453,SC4511,REM
-19.104,10.037,SC4511,REM
-17.151,12.407,SC4511,REM
-17.739,12.187,SC4511,REM
-19.27,10.905,SC4511,REM
-16.853,16.117,SC4511,REM
-18.758,10.863,SC4511,REM
-19.339,12.009,SC4511,REM
-17.553,13.097,SC4511,REM
-19.924,11.313,SC4511,REM
-20.913,11.835,SC4511,REM
-20.602,10.957,SC4511,REM
-18.606,10.395,SC4511,REM
-17.524,12.217,SC4511,REM
-19.678,10.669,SC4511,REM
-15.987,14.566,SC4511,REM
-19.539,10.4,SC4511,REM
-17.173,15.021,SC4511,REM
-18.357,10.471,SC4511,REM
-17.214,15.865,SC4511,REM
-16.752,11.573,SC4511,REM
-17.72,12.226,SC4511,REM
-19.616,11.794,SC4511,REM
-2.412,13.328,SC4531,W
-4.817,14.851,SC4531,W
-1.333,13.433,SC4531,W
-27.574,22.335,SC4531,W
25.075,20.889,SC4531,W
-3.656,13.506,SC4531,W
-4.952,11.741,SC4531,W
-6.01,11.491,SC4531,W
-5.129,15.127,SC4531,W
-7.899,12.608,SC4531,W
-2.255,13.24,SC4531,W
-3.175,13.495,SC4531,W
-1.558,13.249,SC4531,W
-4.056,14.127,SC4531,W
-1.785,13.44,SC4531,W
-7.533,22.01,SC4531,W
-9.315,22.149,SC4531,W
-34.622,19.254,SC4531,W
33.797,24.832,SC4531,W
-5.829,10.662,SC4531,W
-1.911,13.225,SC4531,W
-1.85,13.236,SC4531,W
-7.218,12.582,SC4531,W
-3.176,13.422,SC4531,W
-3.211,13.678,SC4531,W
-31.681,30.856,SC4531,W
-8.922,20.481,SC4531,W
-1.797,13.471,SC4531,W
-2.101,14.487,SC4531,W
-3.902,13.456,SC4531,W
-5.874,10.621,SC4531,W
-2.032,13.206,SC4531,W
-3.503,13.705,SC4531,W
-33.946,32.199,SC4531,W
-2.526,13.93,SC4531,W
-7.229,12.362,SC4531,W
3.306,9.131,SC4531,W
-5.814,11.553,SC4531,W
-7.438,12.221,SC4531,W
-28.313,10.94,SC4531,W
-25.274,21.791,SC4531,N1
-9.493,23.409,SC4531,N1
-9.283,22.174,SC4531,N1
-22.26,21.532,SC4531,N1
-37.645,0.573,SC4531,N1
-22.501,21.082,SC4531,N1
-24.726,23.255,SC4531,N1
-25.105,22.178,SC4531,N1
-28.667,10.68,SC4531,N1
-39.843,11.465,SC4531,N1
-29.232,24.992,SC4531,N1
-36.7,9.167,SC4531,N1
-37.448,0.576,SC4531,N1
-8.829,20.458,SC4531,N1
-49.45,27.267,SC4531,N1
-37.641,0.54,SC4531,N1
-37.89,0.547,SC4531,N1
-35.576,8.262,SC4531,N1
-25.493,22.115,SC4531,N1
33.932,27.08,SC4531,N1
-23.614,13.04,SC4531,N1
-43.533,9.546,SC4531,N1
-28.321,25.895,SC4531,N1
-36.113,2.54,SC4531,N1
21.259,21.617,SC4531,N1
-36.814,9.605,SC4531,N1
-28.344,10.865,SC4531,N1
-7.573,22.134,SC4531,N1
-33.568,6.847,SC4531,N1
-23.656,23.085,SC4531,N1
-38.274,0.972,SC4531,N1
-28.633,10.765,SC4531,N1
-9.235,21.938,SC4531,N1
-28.251,25.124,SC4531,N1
-28.469,24.931,SC4531,N1
-28.267,10.994,SC4531,N1
-32.023,24.455,SC4531,N1
-25.546,20.908,SC4531,N1
-22.313,21.633,SC4531,N1
-26.177,23.928,SC4531,N1
-28.363,26.046,SC4531,N2
-25.602,21.789,SC4531,N2
-27.536,24.474,SC4531,N2
-33.254,29.354,SC4531,N2
-28.313,19.173,SC4531,N2
-30.136,21.34,SC4531,N2
-28.905,23.797,SC4531,N2
-24.459,21.821,SC4531,N2
-36.937,4.49,SC4531,N2
-35.107,8.171,SC4531,N2
-29.566,22.682,SC4531,N2
-35.851,8.654,SC4531,N2
-36.674,9.312,SC4531,N2
-28.249,20.884,SC4531,N2
-7.199,28.747,SC4531,N2
-26.165,23.951,SC4531,N2
-27.464,20.483,SC4531,N2
-30.808,21.863,SC4531,N2
-30.896,23.548,SC4531,N2
-27.988,22.205,SC4531,N2
-29.525,23.775,SC4531,N2
-29.551,21.202,SC4531,N2
-22.117,20.481,SC4531,N2
-35.024,26.609,SC4531,N2
-36.259,2.855,SC4531,N2
-31.532,23.522,SC4531,N2
-24.411,21.68,SC4531,N2
-30.094,20.236,SC4531,N2
-34.357,8.628,SC4531,N2
-23.833,19.881,SC4531,N2
-33.642,9.283,SC4531,N2
-31.821,21.632,SC4531,N2
-29.337,23.071,SC4531,N2
-25.202,22.696,SC4531,N2
-37.081,13.731,SC4531,N2
-24.189,21.896,SC4531,N2
-31.558,23.888,SC4531,N2
-30.971,23.897,SC4531,N2
-36.451,9.249,SC4531,N2
-28.176,24.526,SC4531,N2
-30.825,21.304,SC4531,N3
-33.551,21.306,SC4531,N3
-33.053,20.861,SC4531,N3
-32.966,22.889,SC4531,N3
-30.167,19.24,SC4531,N3
-32.1,19.284,SC4531,N3
-32.678,21.166,SC4531,N3
-32.504,21.177,SC4531,N3
-30.75,21.425,SC4531,N3
-34.009,21.543,SC4531,N3
-33.017,22.739,SC4531,N3
-32.095,19.439,SC4531,N3
-30.576,18.463,SC4531,N3
-31.556,18.857,SC4531,N3
-30.668,22.689,SC4531,N3
-33.041,21.889,SC4531,N3
-30.641,18.992,SC4531,N3
-30.975,19.888,SC4531,N3
-32.334,22.42,SC4531,N3
-31.685,18.952,SC4531,N3
-32.871,22.924,SC4531,N3
-32.944,20.154,SC4531,N3
-9.809,24.214,SC4531,N3
-30.016,20.995,SC4531,N3
-30.374,21.982,SC4531,N3
-32.167,19.989,SC4531,N3
-30.797,19.965,SC4531,N3
-32.862,20.337,SC4531,N3
-29.326,20.263,SC4531,N3
-33.004,20.089,SC4531,N3
-30.599,19.1,SC4531,N3
-29.578,25.159,SC4531,N3
-32.18,20.85,SC4531,N3
-31.523,20.399,SC4531,N3
-28.174,20.294,SC4531,N3
-30.591,21.027,SC4531,N3
-31.599,21.788,SC4531,N3
-31.853,21.68,SC4531,N3
-10.42,29.157,SC4531,N3
-31.184,21.425,SC4531,N3
-35.901,5.192,SC4531,REM
-36.217,1.189,SC4531,REM
-37.998,4.781,SC4531,REM
-35.429,4.185,SC4531,REM
-33.31,7.328,SC4531,REM
-36.936,4.559,SC4531,REM
-34.611,5.311,SC4531,REM
-35.482,6.256,SC4531,REM
-33.975,0.706,SC4531,REM
-35.314,7.498,SC4531,REM
-34.523,4.853,SC4531,REM
-35.234,5.505,SC4531,REM
-36.899,4.518,SC4531,REM
-35.308,6.248,SC4531,REM
-35.422,7.785,SC4531,REM
-40.012,7.537,SC4531,REM
-36.372,4.653,SC4531,REM
-35.861,5.693,SC4531,REM
-35.724,6.175,SC4531,REM
-33.605,6.715,SC4531,REM
-39.608,8.009,SC4531,REM
-23.933,22.342,SC4531,REM
-36.291,5.485,SC4531,REM
-27.858,22.024,SC4531,REM
-35.12,4.24,SC4531,REM
-34.785,6.248,SC4531,REM
-37.154,5.365,SC4531,REM
-35.682,1.134,SC4531,REM
-33.621,6.654,SC4531,REM
-38.533,6.411,SC4531,REM
-35.767,6.342,SC4531,REM
-39.385,8.087,SC4531,REM
-34.861,5.473,SC4531,REM
-35.242,6.39,SC4531,REM
-35.461,4.024,SC4531,REM
-39.253,5.181,SC4531,REM
-36.536,6.634,SC4531,REM
-39.927,7.862,SC4531,REM
-35.948,4.678,SC4531,REM
-40.199,7.438,SC4531,REM
-1.953,-3.164,SC4561,W
2.523,-4.431,SC4561,W
12.47,-16.079,SC4561,W
-0.285,-2.753,SC4561,W
-4.977,-8.023,SC4561,W
13.181,-4.238,SC4561,W
19.45,2.961,SC4561,W
-0.65,-2.478,SC4561,W
-4.817,-5.496,SC4561,W
0.184,-6.156,SC4561,W
29.202,5.989,SC4561,W
-0.847,-0.239,SC4561,W
-28.902,-22.476,SC4561,W
-1.357,-6.633,SC4561,W
10.682,-0.697,SC4561,W
2.53,-4.483,SC4561,W
-0.405,-6.127,SC4561,W
-1.855,-6.931,SC4561,W
-4.212,-7.047,SC4561,W
-0.568,-0.203,SC4561,W
-4.834,-6.196,SC4561,W
10.299,3.738,SC4561,W
0.184,-6.174,SC4561,W
-3.821,-3.245,SC4561,W
-5.041,-7.462,SC4561,W
11.401,4.474,SC4561,W
-2.912,-17.37,SC4561,W
-5.895,-9.672,SC4561,W
1.245,-5.933,SC4561,W
-1.963,-2.311,SC4561,W
1.286,-5.988,SC4561,W
-1.498,-1.751,SC4561,W
1.284,-6.096,SC4561,W
-0.643,-0.294,SC4561,W
1.761,-7.43,SC4561,W
-1.037,-0.592,SC4561,W
-3.463,-3.94,SC4561,W
-4.791,-5.46,SC4561,W
-0.734,-5.965,SC4561,W
13.19,-4.227,SC4561,W
52.718,1.401,SC4561,N1
19.498,3.139,SC4561,N1
21.439,4.244,SC4561,N1
19.685,3.982,SC4561,N1
28.73,1.733,SC4561,N1
